Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Indicator reporting days,,,,28-07-2025 13:20:22,28-07-2025 13:23:24,3m - 1.693s,FAILED
,,,,,,,
Test Cases/AdminSection,,,,28-07-2025 13:20:23,28-07-2025 13:23:24,3m - 1.014s,FAILED
"openBrowser("""")",,,,28-07-2025 13:20:23,28-07-2025 13:23:24,3m - 0.691s,FAILED
